LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Unnamed: 5,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN0100100000000,1.0,1.0,"Autauga County, AL",2011.0,,25845.0,23688.0,2157.0,8.3
CN0100300000000,1.0,3.0,"Baldwin County, AL",2011.0,,85077.0,77459.0,7618.0,9.0
CN0100500000000,1.0,5.0,"Barbour County, AL",2011.0,,9843.0,8716.0,1127.0,11.4
CN0100700000000,1.0,7.0,"Bibb County, AL",2011.0,,8932.0,8000.0,932.0,10.4
CN0100900000000,1.0,9.0,"Blount County, AL",2011.0,,25124.0,22951.0,2173.0,8.6
CN0101100000000,1.0,11.0,"Bullock County, AL",2011.0,,4829.0,4274.0,555.0,11.5
CN0101300000000,1.0,13.0,"Butler County, AL",2011.0,,9180.0,8046.0,1134.0,12.4
CN0101500000000,1.0,15.0,"Calhoun County, AL",2011.0,,51271.0,45986.0,5285.0,10.3
CN0101700000000,1.0,17.0,"Chambers County, AL",2011.0,,15185.0,13386.0,1799.0,11.8
CN0101900000000,1.0,19.0,"Cherokee County, AL",2011.0,,11473.0,10369.0,1104.0,9.6
CN0102100000000,1.0,21.0,"Chilton County, AL",2011.0,,19536.0,17761.0,1775.0,9.1
CN0102300000000,1.0,23.0,"Choctaw County, AL",2011.0,,4760.0,4140.0,620.0,13.0
CN0102500000000,1.0,25.0,"Clarke County, AL",2011.0,,8827.0,7185.0,1642.0,18.6
CN0102700000000,1.0,27.0,"Clay County, AL",2011.0,,5593.0,4937.0,656.0,11.7
CN0102900000000,1.0,29.0,"Cleburne County, AL",2011.0,,5939.0,5367.0,572.0,9.6
CN0103100000000,1.0,31.0,"Coffee County, AL",2011.0,,20745.0,19068.0,1677.0,8.1
CN0103300000000,1.0,33.0,"Colbert County, AL",2011.0,,24385.0,21915.0,2470.0,10.1
CN0103500000000,1.0,35.0,"Conecuh County, AL",2011.0,,4778.0,4059.0,719.0,15.0
CN0103700000000,1.0,37.0,"Coosa County, AL",2011.0,,4472.0,3920.0,552.0,12.3
CN0103900000000,1.0,39.0,"Covington County, AL",2011.0,,16372.0,14772.0,1600.0,9.8
CN0104100000000,1.0,41.0,"Crenshaw County, AL",2011.0,,6432.0,5801.0,631.0,9.8
CN0104300000000,1.0,43.0,"Cullman County, AL",2011.0,,35673.0,32295.0,3378.0,9.5
CN0104500000000,1.0,45.0,"Dale County, AL",2011.0,,22020.0,20197.0,1823.0,8.3
CN0104700000000,1.0,47.0,"Dallas County, AL",2011.0,,17493.0,14874.0,2619.0,15.0
CN0104900000000,1.0,49.0,"DeKalb County, AL",2011.0,,29778.0,26292.0,3486.0,11.7
CN0105100000000,1.0,51.0,"Elmore County, AL",2011.0,,36611.0,33538.0,3073.0,8.4
CN0105300000000,1.0,53.0,"Escambia County, AL",2011.0,,14967.0,13361.0,1606.0,10.7
CN0105500000000,1.0,55.0,"Etowah County, AL",2011.0,,44723.0,40258.0,4465.0,10.0
CN0105700000000,1.0,57.0,"Fayette County, AL",2011.0,,6627.0,5899.0,728.0,11.0
CN0105900000000,1.0,59.0,"Franklin County, AL",2011.0,,14351.0,12992.0,1359.0,9.5
CN0106100000000,1.0,61.0,"Geneva County, AL",2011.0,,11485.0,10434.0,1051.0,9.2
CN0106300000000,1.0,63.0,"Greene County, AL",2011.0,,3220.0,2669.0,551.0,17.1
CN0106500000000,1.0,65.0,"Hale County, AL",2011.0,,6288.0,5428.0,860.0,13.7
CN0106700000000,1.0,67.0,"Henry County, AL",2011.0,,7269.0,6566.0,703.0,9.7
CN0106900000000,1.0,69.0,"Houston County, AL",2011.0,,46794.0,42767.0,4027.0,8.6
CN0107100000000,1.0,71.0,"Jackson County, AL",2011.0,,24160.0,21692.0,2468.0,10.2
CN0107300000000,1.0,73.0,"Jefferson County, AL",2011.0,,319586.0,290057.0,29529.0,9.2
CN0107500000000,1.0,75.0,"Lamar County, AL",2011.0,,5821.0,5262.0,559.0,9.6
CN0107700000000,1.0,77.0,"Lauderdale County, AL",2011.0,,44046.0,40045.0,4001.0,9.1
CN0107900000000,1.0,79.0,"Lawrence County, AL",2011.0,,14775.0,13183.0,1592.0,10.8
CN0108100000000,1.0,81.0,"Lee County, AL",2011.0,,68331.0,62842.0,5489.0,8.0
CN0108300000000,1.0,83.0,"Limestone County, AL",2011.0,,38994.0,35648.0,3346.0,8.6
CN0108500000000,1.0,85.0,"Lowndes County, AL",2011.0,,4233.0,3491.0,742.0,17.5
CN0108700000000,1.0,87.0,"Macon County, AL",2011.0,,8502.0,7321.0,1181.0,13.9
CN0108900000000,1.0,89.0,"Madison County, AL",2011.0,,171679.0,157588.0,14091.0,8.2
CN0109100000000,1.0,91.0,"Marengo County, AL",2011.0,,7867.0,6888.0,979.0,12.4
CN0109300000000,1.0,93.0,"Marion County, AL",2011.0,,12546.0,11155.0,1391.0,11.1
CN0109500000000,1.0,95.0,"Marshall County, AL",2011.0,,41097.0,37235.0,3862.0,9.4
CN0109700000000,1.0,97.0,"Mobile County, AL",2011.0,,193845.0,173055.0,20790.0,10.7
CN0109900000000,1.0,99.0,"Monroe County, AL",2011.0,,8312.0,7020.0,1292.0,15.5
CN0110100000000,1.0,101.0,"Montgomery County, AL",2011.0,,109098.0,98539.0,10559.0,9.7
CN0110300000000,1.0,103.0,"Morgan County, AL",2011.0,,58319.0,52836.0,5483.0,9.4
CN0110500000000,1.0,105.0,"Perry County, AL",2011.0,,3860.0,3229.0,631.0,16.3
CN0110700000000,1.0,107.0,"Pickens County, AL",2011.0,,7564.0,6666.0,898.0,11.9
CN0110900000000,1.0,109.0,"Pike County, AL",2011.0,,15447.0,14077.0,1370.0,8.9
CN0111100000000,1.0,111.0,"Randolph County, AL",2011.0,,9440.0,8378.0,1062.0,11.3
CN0111300000000,1.0,113.0,"Russell County, AL",2011.0,,24601.0,22088.0,2513.0,10.2
CN0111500000000,1.0,115.0,"St. Clair County, AL",2011.0,,38508.0,35152.0,3356.0,8.7
CN0111700000000,1.0,117.0,"Shelby County, AL",2011.0,,104209.0,97774.0,6435.0,6.2
CN0111900000000,1.0,119.0,"Sumter County, AL",2011.0,,5555.0,4832.0,723.0,13.0
CN0112100000000,1.0,121.0,"Talladega County, AL",2011.0,,35260.0,31207.0,4053.0,11.5
CN0112300000000,1.0,123.0,"Tallapoosa County, AL",2011.0,,18350.0,16274.0,2076.0,11.3
CN0112500000000,1.0,125.0,"Tuscaloosa County, AL",2011.0,,95489.0,87574.0,7915.0,8.3
CN0112700000000,1.0,127.0,"Walker County, AL",2011.0,,27076.0,24045.0,3031.0,11.2
CN0112900000000,1.0,129.0,"Washington County, AL",2011.0,,7097.0,6073.0,1024.0,14.4
CN0113100000000,1.0,131.0,"Wilcox County, AL",2011.0,,2971.0,2290.0,681.0,22.9
CN0113300000000,1.0,133.0,"Winston County, AL",2011.0,,9806.0,8496.0,1310.0,13.4
CN0201300000000,2.0,13.0,"Aleutians East Borough, AK",2011.0,,2174.0,2036.0,138.0,6.3
CN0201600000000,2.0,16.0,"Aleutians West Census Area, AK",2011.0,,4238.0,3985.0,253.0,6.0
CN0202000000000,2.0,20.0,"Anchorage Borough/municipality, AK",2011.0,,158382.0,148731.0,9651.0,6.1
CN0205000000000,2.0,50.0,"Bethel Census Area, AK",2011.0,,7208.0,6104.0,1104.0,15.3
CN0206000000000,2.0,60.0,"Bristol Bay Borough, AK",2011.0,,516.0,469.0,47.0,9.1
CN0206800000000,2.0,68.0,"Denali Borough, AK",2011.0,,1016.0,874.0,142.0,14.0
CN0207000000000,2.0,70.0,"Dillingham Census Area, AK",2011.0,,2100.0,1873.0,227.0,10.8
CN0209000000000,2.0,90.0,"Fairbanks North Star Borough, AK",2011.0,,48167.0,44992.0,3175.0,6.6
CN0210000000000,2.0,100.0,"Haines Borough, AK",2011.0,,1163.0,1044.0,119.0,10.2
CN0210500000000,2.0,105.0,"Hoonah-Angoon Census Area, AK",2011.0,,1097.0,928.0,169.0,15.4
CN0211000000000,2.0,110.0,"Juneau Borough/city, AK",2011.0,,17833.0,16821.0,1012.0,5.7
CN0212200000000,2.0,122.0,"Kenai Peninsula Borough, AK",2011.0,,27184.0,24538.0,2646.0,9.7
CN0213000000000,2.0,130.0,"Ketchikan Gateway Borough, AK",2011.0,,7155.0,6523.0,632.0,8.8
CN0215000000000,2.0,150.0,"Kodiak Island Borough, AK",2011.0,,6757.0,6246.0,511.0,7.6
CN0215800000000,2.0,158.0,"Kusilvak Census Area, AK",2011.0,,2758.0,2165.0,593.0,21.5
CN0216400000000,2.0,164.0,"Lake and Peninsula Borough, AK",2011.0,,637.0,539.0,98.0,15.4
CN0217000000000,2.0,170.0,"Matanuska-Susitna Borough, AK",2011.0,,43238.0,39177.0,4061.0,9.4
CN0218000000000,2.0,180.0,"Nome Census Area, AK",2011.0,,4117.0,3599.0,518.0,12.6
CN0218500000000,2.0,185.0,"North Slope Borough, AK",2011.0,,3980.0,3670.0,310.0,7.8
CN0218800000000,2.0,188.0,"Northwest Arctic Borough, AK",2011.0,,2980.0,2510.0,470.0,15.8
CN0219500000000,2.0,195.0,"Petersburg Borough, AK",2011.0,,1849.0,1691.0,158.0,8.5
CN0219800000000,2.0,198.0,"Prince of Wales-Hyder Census Area, AK",2011.0,,2565.0,2241.0,324.0,12.6
CN0222000000000,2.0,220.0,"Sitka Borough/city, AK",2011.0,,4611.0,4323.0,288.0,6.2
CN0223000000000,2.0,230.0,"Skagway Municipality, AK",2011.0,,714.0,596.0,118.0,16.5
CN0224000000000,2.0,240.0,"Southeast Fairbanks Census Area, AK",2011.0,,3194.0,2789.0,405.0,12.7
CN0226100000000,2.0,261.0,"Valdez-Cordova Census Area, AK",2011.0,,4921.0,4423.0,498.0,10.1
CN0227500000000,2.0,275.0,"Wrangell Borough/city, AK",2011.0,,1048.0,967.0,81.0,7.7
CN0228200000000,2.0,282.0,"Yakutat Borough/city, AK",2011.0,,300.0,267.0,33.0,11.0
CN0229000000000,2.0,290.0,"Yukon-Koyukuk Census Area, AK",2011.0,,2703.0,2196.0,507.0,18.8
CN0400100000000,4.0,1.0,"Apache County, AZ",2011.0,,23137.0,18893.0,4244.0,18.3
CN0400300000000,4.0,3.0,"Cochise County, AZ",2011.0,,56190.0,50870.0,5320.0,9.5
CN0400500000000,4.0,5.0,"Coconino County, AZ",2011.0,,72036.0,65208.0,6828.0,9.5
CN0400700000000,4.0,7.0,"Gila County, AZ",2011.0,,21274.0,18830.0,2444.0,11.5
CN0400900000000,4.0,9.0,"Graham County, AZ",2011.0,,14415.0,12988.0,1427.0,9.9
CN0401100000000,4.0,11.0,"Greenlee County, AZ",2011.0,,3369.0,2999.0,370.0,11.0
CN0401200000000,4.0,12.0,"La Paz County, AZ",2011.0,,7864.0,7096.0,768.0,9.8
CN0401300000000,4.0,13.0,"Maricopa County, AZ",2011.0,,1904041.0,1742147.0,161894.0,8.5
CN0401500000000,4.0,15.0,"Mohave County, AZ",2011.0,,79969.0,70211.0,9758.0,12.2
CN0401700000000,4.0,17.0,"Navajo County, AZ",2011.0,,43540.0,37120.0,6420.0,14.7
CN0401900000000,4.0,19.0,"Pima County, AZ",2011.0,,469332.0,429711.0,39621.0,8.4
CN0402100000000,4.0,21.0,"Pinal County, AZ",2011.0,,150364.0,135795.0,14569.0,9.7
CN0402300000000,4.0,23.0,"Santa Cruz County, AZ",2011.0,,20567.0,17407.0,3160.0,15.4
CN0402500000000,4.0,25.0,"Yavapai County, AZ",2011.0,,93580.0,84420.0,9160.0,9.8
CN0402700000000,4.0,27.0,"Yuma County, AZ",2011.0,,92260.0,70065.0,22195.0,24.1
CN0500100000000,5.0,1.0,"Arkansas County, AR",2011.0,,10509.0,9286.0,1223.0,11.6
CN0500300000000,5.0,3.0,"Ashley County, AR",2011.0,,10004.0,8953.0,1051.0,10.5
CN0500500000000,5.0,5.0,"Baxter County, AR",2011.0,,16523.0,15057.0,1466.0,8.9
CN0500700000000,5.0,7.0,"Benton County, AR",2011.0,,109127.0,102361.0,6766.0,6.2
CN0500900000000,5.0,9.0,"Boone County, AR",2011.0,,16613.0,15354.0,1259.0,7.6
CN0501100000000,5.0,11.0,"Bradley County, AR",2011.0,,4695.0,4153.0,542.0,11.5
CN0501300000000,5.0,13.0,"Calhoun County, AR",2011.0,,2642.0,2402.0,240.0,9.1
CN0501500000000,5.0,15.0,"Carroll County, AR",2011.0,,12852.0,11968.0,884.0,6.9
CN0501700000000,5.0,17.0,"Chicot County, AR",2011.0,,4261.0,3726.0,535.0,12.6
CN0501900000000,5.0,19.0,"Clark County, AR",2011.0,,10411.0,9392.0,1019.0,9.8
CN0502100000000,5.0,21.0,"Clay County, AR",2011.0,,7263.0,6420.0,843.0,11.6
CN0502300000000,5.0,23.0,"Cleburne County, AR",2011.0,,10531.0,9609.0,922.0,8.8
CN0502500000000,5.0,25.0,"Cleveland County, AR",2011.0,,3867.0,3551.0,316.0,8.2
CN0502700000000,5.0,27.0,"Columbia County, AR",2011.0,,10386.0,9390.0,996.0,9.6
CN0502900000000,5.0,29.0,"Conway County, AR",2011.0,,8995.0,8146.0,849.0,9.4
CN0503100000000,5.0,31.0,"Craighead County, AR",2011.0,,48963.0,45520.0,3443.0,7.0
CN0503300000000,5.0,33.0,"Crawford County, AR",2011.0,,27874.0,25519.0,2355.0,8.4
CN0503500000000,5.0,35.0,"Crittenden County, AR",2011.0,,22636.0,20277.0,2359.0,10.4
CN0503700000000,5.0,37.0,"Cross County, AR",2011.0,,8785.0,8084.0,701.0,8.0
CN0503900000000,5.0,39.0,"Dallas County, AR",2011.0,,3409.0,3017.0,392.0,11.5
CN0504100000000,5.0,41.0,"Desha County, AR",2011.0,,6132.0,5481.0,651.0,10.6
CN0504300000000,5.0,43.0,"Drew County, AR",2011.0,,8754.0,7800.0,954.0,10.9
CN0504500000000,5.0,45.0,"Faulkner County, AR",2011.0,,59201.0,55162.0,4039.0,6.8
CN0504700000000,5.0,47.0,"Franklin County, AR",2011.0,,7769.0,7201.0,568.0,7.3
CN0504900000000,5.0,49.0,"Fulton County, AR",2011.0,,5105.0,4727.0,378.0,7.4
CN0505100000000,5.0,51.0,"Garland County, AR",2011.0,,41566.0,38097.0,3469.0,8.3
CN0505300000000,5.0,53.0,"Grant County, AR",2011.0,,8522.0,7922.0,600.0,7.0
CN0505500000000,5.0,55.0,"Greene County, AR",2011.0,,20021.0,18169.0,1852.0,9.3
CN0505700000000,5.0,57.0,"Hempstead County, AR",2011.0,,11003.0,10080.0,923.0,8.4
CN0505900000000,5.0,59.0,"Hot Spring County, AR",2011.0,,14581.0,13434.0,1147.0,7.9
CN0506100000000,5.0,61.0,"Howard County, AR",2011.0,,6746.0,6265.0,481.0,7.1
CN0506300000000,5.0,63.0,"Independence County, AR",2011.0,,16639.0,15154.0,1485.0,8.9
CN0506500000000,5.0,65.0,"Izard County, AR",2011.0,,5203.0,4710.0,493.0,9.5
CN0506700000000,5.0,67.0,"Jackson County, AR",2011.0,,6674.0,5931.0,743.0,11.1
CN0506900000000,5.0,69.0,"Jefferson County, AR",2011.0,,33538.0,29954.0,3584.0,10.7
CN0507100000000,5.0,71.0,"Johnson County, AR",2011.0,,11107.0,10274.0,833.0,7.5
CN0507300000000,5.0,73.0,"Lafayette County, AR",2011.0,,3017.0,2742.0,275.0,9.1
CN0507500000000,5.0,75.0,"Lawrence County, AR",2011.0,,7474.0,6772.0,702.0,9.4
CN0507700000000,5.0,77.0,"Lee County, AR",2011.0,,3675.0,3342.0,333.0,9.1
CN0507900000000,5.0,79.0,"Lincoln County, AR",2011.0,,4756.0,4331.0,425.0,8.9
CN0508100000000,5.0,81.0,"Little River County, AR",2011.0,,6114.0,5658.0,456.0,7.5
CN0508300000000,5.0,83.0,"Logan County, AR",2011.0,,9616.0,8809.0,807.0,8.4
CN0508500000000,5.0,85.0,"Lonoke County, AR",2011.0,,33304.0,31099.0,2205.0,6.6
CN0508700000000,5.0,87.0,"Madison County, AR",2011.0,,7213.0,6748.0,465.0,6.4
CN0508900000000,5.0,89.0,"Marion County, AR",2011.0,,6721.0,6118.0,603.0,9.0
CN0509100000000,5.0,91.0,"Miller County, AR",2011.0,,20723.0,19468.0,1255.0,6.1
CN0509300000000,5.0,93.0,"Mississippi County, AR",2011.0,,20852.0,18453.0,2399.0,11.5
CN0509500000000,5.0,95.0,"Monroe County, AR",2011.0,,3381.0,3075.0,306.0,9.1
CN0509700000000,5.0,97.0,"Montgomery County, AR",2011.0,,3832.0,3493.0,339.0,8.8
CN0509900000000,5.0,99.0,"Nevada County, AR",2011.0,,4172.0,3796.0,376.0,9.0
CN0510100000000,5.0,101.0,"Newton County, AR",2011.0,,3785.0,3515.0,270.0,7.1
CN0510300000000,5.0,103.0,"Ouachita County, AR",2011.0,,11090.0,9982.0,1108.0,10.0
CN0510500000000,5.0,105.0,"Perry County, AR",2011.0,,4495.0,4095.0,400.0,8.9
CN0510700000000,5.0,107.0,"Phillips County, AR",2011.0,,8391.0,7415.0,976.0,11.6
CN0510900000000,5.0,109.0,"Pike County, AR",2011.0,,4691.0,4248.0,443.0,9.4
CN0511100000000,5.0,111.0,"Poinsett County, AR",2011.0,,10755.0,9775.0,980.0,9.1
CN0511300000000,5.0,113.0,"Polk County, AR",2011.0,,8929.0,8246.0,683.0,7.6
CN0511500000000,5.0,115.0,"Pope County, AR",2011.0,,30519.0,28246.0,2273.0,7.4
CN0511700000000,5.0,117.0,"Prairie County, AR",2011.0,,3916.0,3591.0,325.0,8.3
CN0511900000000,5.0,119.0,"Pulaski County, AR",2011.0,,189186.0,175745.0,13441.0,7.1
CN0512100000000,5.0,121.0,"Randolph County, AR",2011.0,,7146.0,6376.0,770.0,10.8
CN0512300000000,5.0,123.0,"St. Francis County, AR",2011.0,,9789.0,8747.0,1042.0,10.6
CN0512500000000,5.0,125.0,"Saline County, AR",2011.0,,53987.0,50565.0,3422.0,6.3
CN0512700000000,5.0,127.0,"Scott County, AR",2011.0,,4855.0,4529.0,326.0,6.7
CN0512900000000,5.0,129.0,"Searcy County, AR",2011.0,,3318.0,3028.0,290.0,8.7
CN0513100000000,5.0,131.0,"Sebastian County, AR",2011.0,,59300.0,54399.0,4901.0,8.3
CN0513300000000,5.0,133.0,"Sevier County, AR",2011.0,,6402.0,5842.0,560.0,8.7
CN0513500000000,5.0,135.0,"Sharp County, AR",2011.0,,6259.0,5617.0,642.0,10.3
CN0513700000000,5.0,137.0,"Stone County, AR",2011.0,,5372.0,4916.0,456.0,8.5
CN0513900000000,5.0,139.0,"Union County, AR",2011.0,,16952.0,15234.0,1718.0,10.1
CN0514100000000,5.0,141.0,"Van Buren County, AR",2011.0,,6735.0,6021.0,714.0,10.6
CN0514300000000,5.0,143.0,"Washington County, AR",2011.0,,104405.0,98139.0,6266.0,6.0
CN0514500000000,5.0,145.0,"White County, AR",2011.0,,36645.0,33620.0,3025.0,8.3
CN0514700000000,5.0,147.0,"Woodruff County, AR",2011.0,,3540.0,3170.0,370.0,10.5
CN0514900000000,5.0,149.0,"Yell County, AR",2011.0,,9604.0,8921.0,683.0,7.1
CN0600100000000,6.0,1.0,"Alameda County, CA",2011.0,,785124.0,704596.0,80528.0,10.3
CN0600300000000,6.0,3.0,"Alpine County, CA",2011.0,,591.0,515.0,76.0,12.9
CN0600500000000,6.0,5.0,"Amador County, CA",2011.0,,15075.0,12988.0,2087.0,13.8
CN0600700000000,6.0,7.0,"Butte County, CA",2011.0,,100530.0,86549.0,13981.0,13.9
CN0600900000000,6.0,9.0,"Calaveras County, CA",2011.0,,20645.0,17699.0,2946.0,14.3
CN0601100000000,6.0,11.0,"Colusa County, CA",2011.0,,11380.0,8924.0,2456.0,21.6
CN0601300000000,6.0,13.0,"Contra Costa County, CA",2011.0,,528506.0,473141.0,55365.0,10.5
CN0601500000000,6.0,15.0,"Del Norte County, CA",2011.0,,10882.0,9409.0,1473.0,13.5
CN0601700000000,6.0,17.0,"El Dorado County, CA",2011.0,,89550.0,78876.0,10674.0,11.9
CN0601900000000,6.0,19.0,"Fresno County, CA",2011.0,,443250.0,368767.0,74483.0,16.8
CN0602100000000,6.0,21.0,"Glenn County, CA",2011.0,,13157.0,11080.0,2077.0,15.8
CN0602300000000,6.0,23.0,"Humboldt County, CA",2011.0,,64954.0,57998.0,6956.0,10.7
CN0602500000000,6.0,25.0,"Imperial County, CA",2011.0,,79611.0,56301.0,23310.0,29.3
CN0602700000000,6.0,27.0,"Inyo County, CA",2011.0,,9663.0,8707.0,956.0,9.9
CN0602900000000,6.0,29.0,"Kern County, CA",2011.0,,382013.0,324431.0,57582.0,15.1
CN0603100000000,6.0,31.0,"Kings County, CA",2011.0,,59082.0,49523.0,9559.0,16.2
CN0603300000000,6.0,33.0,"Lake County, CA",2011.0,,29582.0,25210.0,4372.0,14.8
CN0603500000000,6.0,35.0,"Lassen County, CA",2011.0,,11771.0,10150.0,1621.0,13.8
CN0603700000000,6.0,37.0,"Los Angeles County, CA",2011.0,,4941667.0,4337370.0,604297.0,12.2
CN0603900000000,6.0,39.0,"Madera County, CA",2011.0,,61974.0,51786.0,10188.0,16.4
CN0604100000000,6.0,41.0,"Marin County, CA",2011.0,,134245.0,124309.0,9936.0,7.4
CN0604300000000,6.0,43.0,"Mariposa County, CA",2011.0,,8649.0,7490.0,1159.0,13.4
CN0604500000000,6.0,45.0,"Mendocino County, CA",2011.0,,40874.0,36141.0,4733.0,11.6
CN0604700000000,6.0,47.0,"Merced County, CA",2011.0,,114693.0,94128.0,20565.0,17.9
CN0604900000000,6.0,49.0,"Modoc County, CA",2011.0,,3617.0,3030.0,587.0,16.2
CN0605100000000,6.0,51.0,"Mono County, CA",2011.0,,8814.0,7913.0,901.0,10.2
CN0605300000000,6.0,53.0,"Monterey County, CA",2011.0,,216257.0,188401.0,27856.0,12.9
CN0605500000000,6.0,55.0,"Napa County, CA",2011.0,,70628.0,63595.0,7033.0,10.0
CN0605700000000,6.0,57.0,"Nevada County, CA",2011.0,,48941.0,43418.0,5523.0,11.3
CN0605900000000,6.0,59.0,"Orange County, CA",2011.0,,1543784.0,1400874.0,142910.0,9.3
CN0606100000000,6.0,61.0,"Placer County, CA",2011.0,,173470.0,154313.0,19157.0,11.0
CN0606300000000,6.0,63.0,"Plumas County, CA",2011.0,,8886.0,7297.0,1589.0,17.9
CN0606500000000,6.0,65.0,"Riverside County, CA",2011.0,,977288.0,846288.0,131000.0,13.4
CN0606700000000,6.0,67.0,"Sacramento County, CA",2011.0,,678994.0,595329.0,83665.0,12.3
CN0606900000000,6.0,69.0,"San Benito County, CA",2011.0,,28253.0,24084.0,4169.0,14.8
CN0607100000000,6.0,71.0,"San Bernardino County, CA",2011.0,,887345.0,771117.0,116228.0,13.1
CN0607300000000,6.0,73.0,"San Diego County, CA",2011.0,,1521745.0,1361865.0,159880.0,10.5
CN0607500000000,6.0,75.0,"San Francisco County/city, CA",2011.0,,493437.0,453071.0,40366.0,8.2
CN0607700000000,6.0,77.0,"San Joaquin County, CA",2011.0,,311159.0,259969.0,51190.0,16.5
CN0607900000000,6.0,79.0,"San Luis Obispo County, CA",2011.0,,134066.0,121031.0,13035.0,9.7
CN0608100000000,6.0,81.0,"San Mateo County, CA",2011.0,,398892.0,368371.0,30521.0,7.7
CN0608300000000,6.0,83.0,"Santa Barbara County, CA",2011.0,,212557.0,192261.0,20296.0,9.5
CN0608500000000,6.0,85.0,"Santa Clara County, CA",2011.0,,937871.0,849070.0,88801.0,9.5
CN0608700000000,6.0,87.0,"Santa Cruz County, CA",2011.0,,141147.0,122382.0,18765.0,13.3
CN0608900000000,6.0,89.0,"Shasta County, CA",2011.0,,76990.0,64507.0,12483.0,16.2
CN0609100000000,6.0,91.0,"Sierra County, CA",2011.0,,1599.0,1357.0,242.0,15.1
CN0609300000000,6.0,93.0,"Siskiyou County, CA",2011.0,,19425.0,16070.0,3355.0,17.3
CN0609500000000,6.0,95.0,"Solano County, CA",2011.0,,201909.0,176920.0,24989.0,12.4
CN0609700000000,6.0,97.0,"Sonoma County, CA",2011.0,,245618.0,220088.0,25530.0,10.4
CN0609900000000,6.0,99.0,"Stanislaus County, CA",2011.0,,242178.0,201564.0,40614.0,16.8
CN0610100000000,6.0,101.0,"Sutter County, CA",2011.0,,45926.0,37447.0,8479.0,18.5
CN0610300000000,6.0,103.0,"Tehama County, CA",2011.0,,25551.0,21659.0,3892.0,15.2
CN0610500000000,6.0,105.0,"Trinity County, CA",2011.0,,5382.0,4469.0,913.0,17.0
CN0610700000000,6.0,107.0,"Tulare County, CA",2011.0,,203378.0,168022.0,35356.0,17.4
CN0610900000000,6.0,109.0,"Tuolumne County, CA",2011.0,,22701.0,19363.0,3338.0,14.7
CN0611100000000,6.0,111.0,"Ventura County, CA",2011.0,,430917.0,385967.0,44950.0,10.4
CN0611300000000,6.0,113.0,"Yolo County, CA",2011.0,,101633.0,89464.0,12169.0,12.0
CN0611500000000,6.0,115.0,"Yuba County, CA",2011.0,,28933.0,23940.0,4993.0,17.3
CN0800100000000,8.0,1.0,"Adams County, CO",2011.0,,236016.0,211759.0,24257.0,10.3
CN0800300000000,8.0,3.0,"Alamosa County, CO",2011.0,,7676.0,6904.0,772.0,10.1
CN0800500000000,8.0,5.0,"Arapahoe County, CO",2011.0,,318595.0,291255.0,27340.0,8.6
CN0800700000000,8.0,7.0,"Archuleta County, CO",2011.0,,5739.0,5140.0,599.0,10.4
CN0800900000000,8.0,9.0,"Baca County, CO",2011.0,,2061.0,1958.0,103.0,5.0
CN0801100000000,8.0,11.0,"Bent County, CO",2011.0,,1925.0,1760.0,165.0,8.6
CN0801300000000,8.0,13.0,"Boulder County, CO",2011.0,,171585.0,160020.0,11565.0,6.7
CN0801400000000,8.0,14.0,"Broomfield County/city, CO",2011.0,,31684.0,29377.0,2307.0,7.3
CN0801500000000,8.0,15.0,"Chaffee County, CO",2011.0,,8282.0,7659.0,623.0,7.5
CN0801700000000,8.0,17.0,"Cheyenne County, CO",2011.0,,1047.0,1001.0,46.0,4.4
CN0801900000000,8.0,19.0,"Clear Creek County, CO",2011.0,,5485.0,5066.0,419.0,7.6
CN0802100000000,8.0,21.0,"Conejos County, CO",2011.0,,3723.0,3319.0,404.0,10.9
CN0802300000000,8.0,23.0,"Costilla County, CO",2011.0,,1580.0,1389.0,191.0,12.1
CN0802500000000,8.0,25.0,"Crowley County, CO",2011.0,,1486.0,1349.0,137.0,9.2
CN0802700000000,8.0,27.0,"Custer County, CO",2011.0,,2012.0,1879.0,133.0,6.6
CN0802900000000,8.0,29.0,"Delta County, CO",2011.0,,14388.0,12834.0,1554.0,10.8
CN0803100000000,8.0,31.0,"Denver County/city, CO",2011.0,,351436.0,320182.0,31254.0,8.9
CN0803300000000,8.0,33.0,"Dolores County, CO",2011.0,,947.0,821.0,126.0,13.3
CN0803500000000,8.0,35.0,"Douglas County, CO",2011.0,,157884.0,147339.0,10545.0,6.7
CN0803700000000,8.0,37.0,"Eagle County, CO",2011.0,,32072.0,29461.0,2611.0,8.1
CN0803900000000,8.0,39.0,"Elbert County, CO",2011.0,,12645.0,11660.0,985.0,7.8
CN0804100000000,8.0,41.0,"El Paso County, CO",2011.0,,306825.0,278004.0,28821.0,9.4
CN0804300000000,8.0,43.0,"Fremont County, CO",2011.0,,15913.0,13928.0,1985.0,12.5
CN0804500000000,8.0,45.0,"Garfield County, CO",2011.0,,31320.0,28248.0,3072.0,9.8
CN0804700000000,8.0,47.0,"Gilpin County, CO",2011.0,,3262.0,3017.0,245.0,7.5
CN0804900000000,8.0,49.0,"Grand County, CO",2011.0,,8777.0,8042.0,735.0,8.4
CN0805100000000,8.0,51.0,"Gunnison County, CO",2011.0,,9906.0,9284.0,622.0,6.3
